,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,Минская,Минская,,Могилевская
ХЛЕБ РЖАНО-ПШЕНИЧНЫЙ,,,,2226.720954,,2212.34,,2226.64,,1860.4,,1944.74,,2618.0,,2057.0,,2567.04
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,3754.09105,,3771.04,,3546.96,,3002.02,,3058.46,,4750.0,,4040.0,,3592.56
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ПЕРВОГО СОРТА",,,,2404.171013327206,,2424.98,,,,2401.0,,2827.0,,2109.0,,2403.0,,2465.0
ИЗДЕЛИЯ БУЛОЧНЫЕ СДОБНЫЕ ИЗ МУКИ  ПШЕНИЧНОЙ ВЫСШЕГО СОРТА,,,,5407.038578,,5484.42,,4244.62,,6629.44,,5001.95,,4215.0,,6970.0,,5373.84
"СУХАРИ, СУШКИ, БАРАНКИ",,,,8473.28945,,6511.34,,8882.07,,9828.56,,7565.66,,7866.0,,9636.0,,9138.64
РИС ШЛИФОВАННЫЙ И ПОЛИРОВАННЫЙ,,,,4945.649332,,4776.26,,4766.55,,5162.34,,4589.77,,5496.0,,4707.0,,4812.84
КРУПА МАННАЯ,,,,2443.296578,,2479.9,,2579.85,,2339.64,,2399.49,,2443.0,,2166.0,,2783.04
КРУПА ПШЕННАЯ,,,,5825.231375999999,,5202.96,,5397.1,,6568.56,,4306.26,,6765.0,,5425.0,,6553.68
КРУПА ГРЕЧНЕВАЯ,,,,17060.778154,,15944.1,,16841.83,,17030.84,,15513.68,,18282.0,,18250.0,,16694.52
"ОВСЯНЫЕ ХЛОПЬЯ ""ГЕРКУЛЕС""",,,,3686.0063639999994,,3537.38,,3354.74,,3374.14,,4217.39,,3586.0,,4200.0,,3639.4
ХЛОПЬЯ КУКУРУЗНЫЕ ,,,,7851.974719999999,,7449.14,,8699.56,,7737.38,,7507.69,,7701.0,,8205.0,,7697.08
КРУПА ПЕРЛОВАЯ,,,,1878.5755200000003,,1751.38,,1758.14,,2473.1,,1783.75,,2134.0,,1465.0,,1595.28
КАШИ ДЛЯ ДЕТСКОГО И ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,19919.406478,,18667.34,,20556.78,,19984.44,,20101.35,,21304.0,,19388.0,,18906.56
"ГОРОХ, ФАСОЛЬ",,,,3818.589086,,3016.86,,3025.54,,3705.76,,2990.43,,5248.0,,4597.0,,3284.28
МЮСЛИ И ПРОЧИЕ СУХИЕ ЗАВТРАКИ ИЗ РАЗЛИЧНЫХ КРУП,,,,13123.905936,,11006.58,,14084.49,,12537.78,,11631.47,,14593.0,,12027.0,,15945.2
"МАКАРОНЫ, РОЖКИ",,,,3472.920702,,3235.84,,3375.0,,3236.42,,3249.73,,3699.0,,3580.0,,3897.72
"ВЕРМИШЕЛЬ, ЛАПША",,,,3451.6998399999998,,3387.24,,3282.83,,3260.84,,3205.59,,3643.0,,3545.0,,3773.96
ВОДКА ,,,,17300.0,,17300.0,,17300.0,,17300.0,,17300.0,,17300.0,,17300.0,,17300.0
НАСТОЙКИ ГОРЬКИЕ КРЕПКИЕ,,,,24586.934427999997,,23193.46,,21601.99,,21822.7,,26229.47,,25764.0,,26914.0,,26759.84
КОНЬЯК,,,,57580.21671000001,,53634.16,,64049.5,,52185.5,,53888.92,,67080.0,,49512.0,,60600.92
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,15731.860725999999,,14301.66,,15054.03,,14626.4,,14485.09,,19271.0,,15682.0,,15122.28
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,17408.444927999997,,13594.2,,14981.71,,14359.8,,14419.64,,27700.0,,14892.0,,17946.8
ПИВО,,,,3854.5414539999997,,3539.04,,3491.19,,3289.7,,3774.23,,4872.0,,3797.0,,3855.48
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,16774.957936,,17790.34,,16707.23,,17179.54,,16773.74,,15587.0,,16773.0,,17017.44
ВАФЛИ,,,,12879.489148,,12463.82,,13061.95,,12757.62,,12252.01,,13482.0,,12974.0,,12846.48
ПРЯНИКИ,,,,8743.166048,,7649.82,,8398.77,,7693.66,,7595.6,,10133.0,,9873.0,,9233.52
ПЕЧЕНЬЕ ,,,,8078.938508,,7546.54,,7887.68,,7969.14,,8296.45,,8386.0,,8314.0,,8086.16
ТОРТ,,,,21547.745403999998,,20230.84,,21778.62,,22080.64,,21281.96,,24083.0,,18249.0,,22560.88
ПИРОЖНЫЕ (за 1 шт. весом 100 г),,,,2008.1280279999999,,1970.52,,1950.39,,2153.72,,1836.97,,2254.0,,1883.0,,1846.72
ИРИС,,,,9827.860832,,9139.3,,9903.48,,10075.38,,9218.13,,10636.0,,8728.0,,10967.32
" КОНФЕТЫ ""КАРАМЕЛЬ""",,,,9400.663024000001,,9200.46,,10747.93,,8884.82,,8303.96,,8478.0,,9997.0,,10669.32
КОНФЕТЫ ГЛАЗИРОВАННЫЕ ШОКОЛАДНОЙ ГЛАЗУРЬЮ,,,,20247.820756,,19073.46,,21358.07,,20358.14,,19641.51,,20503.0,,20953.0,,19605.84
"КОНФЕТЫ ГЛАЗИРОВАННЫЕ ЖИРОВОЙ   ГЛАЗУРЬЮ (типа ""Лимонные"", ""Осенние"")",,,,10365.135875999998,,10127.8,,9896.03,,11333.24,,10425.01,,9766.0,,10609.0,,10552.76
ШОКОЛАД,,,,37617.476552,,35653.98,,35547.49,,36841.78,,36556.35,,42382.0,,36707.0,,37700.96
ХАЛВА,,,,10662.750716,,10368.96,,10263.72,,10014.88,,9656.74,,11973.0,,10460.0,,11388.68
МАРМЕЛАД,,,,9426.769048,,9234.76,,8975.41,,9993.88,,8798.48,,9246.0,,8902.0,,11034.36
ЗЕФИР,,,,11815.623399999999,,13630.54,,11783.19,,10650.34,,11634.12,,12512.0,,10867.0,,11303.56
КАКАО - ПОРОШОК (за 200 г),,,,5361.014946,,4254.72,,5556.49,,5975.94,,4788.94,,6652.0,,4416.0,,5367.56
КАРТОФЕЛЬ,,,,2356.3200239999996,,1928.94,,2334.05,,2481.18,,1970.0,,3023.0,,2171.0,,2263.44
ЧИПСЫ  КАРТОФЕЛЬНЫЕ (за 100 г),,,,3474.511334,,3618.64,,3675.91,,2972.1,,3843.73,,3223.0,,3336.0,,3965.92
КАПУСТА  БЕЛОКОЧАННАЯ  СВЕЖАЯ,,,,3944.84899,,3914.86,,3731.24,,3784.6,,3028.48,,4448.0,,3822.0,,4646.36
ЛУК РЕПЧАТЫЙ,,,,3097.9271360000002,,2876.6,,3119.56,,3188.72,,2968.91,,3315.0,,3110.0,,2983.44
СВЕКЛА,,,,2226.604774,,1886.88,,1685.91,,2445.5,,1812.36,,2826.0,,2192.0,,2425.4
МОРКОВЬ,,,,2652.663582,,2507.36,,2477.75,,2749.66,,2302.9,,3182.0,,2698.0,,2302.2
ПОМИДОРЫ СВЕЖИЕ,,,,10697.754525999999,,10060.32,,9784.49,,10785.98,,10763.9,,11553.0,,11185.0,,10290.68
ОГУРЦЫ СВЕЖИЕ,,,,10441.784942,,10259.14,,9199.4,,10976.76,,9677.64,,10584.0,,11641.0,,10319.84
ЧЕСНОК,,,,22886.72944,,20268.22,,22261.12,,22949.02,,23365.57,,24179.0,,23773.0,,23070.04
ПЕРЕЦ СЛАДКИЙ,,,,21878.946608,,20560.46,,23198.51,,21563.3,,24264.83,,21121.0,,20368.0,,23398.64
ОВОЩИ ЗАМОРОЖЕННЫЕ,,,,10715.562795999998,,10297.58,,9801.12,,10656.54,,9755.14,,12820.0,,11021.0,,9365.92
ОВОЩИ КОНСЕРВИРОВАННЫЕ,,,,5544.732588000001,,4826.82,,5201.81,,5505.42,,5442.51,,4832.0,,7264.0,,5964.6
СОУС ТОМАТНЫЙ,,,,6573.313183999999,,6033.58,,6530.59,,6312.06,,6041.89,,7112.0,,6912.0,,6831.88
ЯБЛОКИ,,,,5844.687779999999,,5183.78,,6018.39,,5821.42,,5694.04,,5662.0,,5866.0,,6952.8
"ПЛОДЫ ЦИТРУСОВЫЕ  (апельсины, лимоны, мандарины)",,,,7256.71685,,6968.98,,7421.57,,7340.04,,8170.36,,6531.0,,7281.0,,7622.76
ВИНОГРАД,,,,18051.378153999998,,17305.88,,20152.43,,17669.58,,17620.65,,17173.0,,18375.0,,18621.6
БАНАНЫ,,,,7041.621639999999,,7016.2,,7306.1,,7012.84,,7059.37,,6527.0,,7259.0,,7379.08
СУХОФРУКТЫ,,,,17073.777764,,12874.82,,18317.98,,16280.66,,18925.37,,16094.0,,20523.0,,17445.24
ОРЕХИ,,,,22502.826716,,12944.1,,29830.79,,22206.58,,15189.56,,24145.0,,25570.0,,27304.64
ФРУКТЫ КОНСЕРВИРОВАННЫЕ,,,,9519.3346,,7972.76,,11157.07,,9116.88,,8843.2,,10276.0,,9867.0,,9126.36
КОНСЕРВЫ  ФРУКТОВЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО  ПИТАНИЯ,,,,9714.163547999999,,8604.08,,9775.48,,8583.28,,8541.57,,9651.0,,11752.0,,11161.84
"СОК, НЕКТАР ФРУКТОВЫЙ,  ЯГОДНЫЙ",,,,3869.6955420000004,,3628.46,,3903.71,,4118.92,,3816.81,,4050.0,,3626.0,,3877.72
НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ ,,,,2032.933698,,1924.14,,1857.5,,1730.28,,2221.82,,2316.0,,2109.0,,2008.88
ВОДА МИНЕРАЛЬНАЯ ,,,,1328.670698,,1315.98,,1401.71,,1343.8,,1379.08,,1253.0,,1322.0,,1329.24
"ОБЕД В СТОЛОВОЙ (для 1 человека, из 4-х блюд)",,,,5378.769246,,5917.4,,6319.85,,4155.46,,4838.93,,5866.0,,4802.0,,5701.0
"ОБЕД В РЕСТОРАНЕ    (заказной, для 1 человека,                  из   4-х блюд) ",,,,16514.940661999997,,15820.56,,19194.94,,22266.46,,12899.4,,12806.0,,10750.0,,24076.68
"КОФЕ  В   ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ  (за 0,2л)",,,,4081.18537,,2596.22,,2902.38,,2816.88,,1910.54,,9811.0,,2931.0,,2969.32
"СОК   В  ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ   (за 0,2л)",,,,1296.586728,,944.26,,962.66,,1204.34,,1004.07,,2184.0,,1278.0,,1064.84
"СИГАРЕТЫ  С  ФИЛЬТРОМ   ОТЕЧЕСТВЕННЫЕ                      (за 1 пачку, 20 штук)",,,,1455.8618999999999,,1224.48,,1337.84,,1616.16,,1273.12,,1852.0,,1391.0,,1271.64
"СИГАРЕТЫ  БЕЗ  ФИЛЬТРА   ОТЕЧЕСТВЕННЫЕ                       (за 1 пачку, 20 штук)",,,,789.254874,,785.46,,789.91,,778.68,,800.0,,800.0,,782.0,,788.16
"СИГАРЕТЫ   С   ФИЛЬТРОМ    ИМПОРТНЫЕ                                 (за 1 пачку, 20 штук)",,,,4267.358068,,3846.02,,3999.15,,4508.7,,4213.62,,4200.0,,4418.0,,4760.76
МАЙОНЕЗ,,,,9742.520862,,9459.06,,10505.95,,9091.56,,10749.98,,10086.0,,9163.0,,9293.48
УКСУС ,,,,3578.167986,,3432.58,,3604.35,,3747.68,,3549.38,,3730.0,,3391.0,,3528.28
ГОРЧИЦА ПИЩЕВАЯ (за 100 г),,,,1217.460944,,1207.48,,1382.17,,1209.48,,1168.66,,1138.0,,1284.0,,1150.24
СОДА ПИЩЕВАЯ,,,,4639.930928,,4509.48,,4264.08,,4929.76,,4609.4,,4622.0,,4803.0,,4696.24
ЖЕВАТЕЛЬНАЯ  РЕЗИНКА  (за упаковку 10 штук),,,,1576.5315039999998,,1669.0,,1633.47,,1393.0,,1551.32,,1598.0,,1578.0,,1622.48
НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ТКАНЬ ХЛОПЧАТОБУМАЖНАЯ  ПЛАТЕЛЬНАЯ (за 1 м)  ,,,,5517.161884,,5493.68,,5377.16,,4356.48,,5183.11,,6384.0,,5655.0,,5925.12
ТКАНЬ ШЕРСТЯНАЯ И ПОЛУШЕРСТЯНАЯ (за 1 м),,,,25369.307214,,25554.6,,21901.9,,25398.9,,25167.14,,31929.0,,19443.0,,25874.76
ТКАНЬ  ЛЬНЯНАЯ  (за 1 м),,,,11860.821071999999,,10110.04,,9595.62,,11758.4,,11197.02,,15010.0,,11677.0,,12384.92
ТКАНЬ ШЕЛКОВАЯ  (за 1 м),,,,14285.37096,,9567.58,,10675.73,,14619.5,,10943.52,,20303.0,,16413.0,,14346.48
ПРЯЖА ШЕРСТЯНАЯ ИЛИ ПОЛУШЕРСТЯНАЯ (за 100 г),,,,10110.513572,,10550.46,,9854.85,,8844.22,,7956.19,,11733.0,,9532.0,,11638.28
КУРТКА ЗИМНЯЯ МУЖСКАЯ  ,,,,280547.28988,,273050.76,,310492.21,,216500.0,,267024.5,,278000.0,,301475.0,,331122.32
ПАЛЬТО ДЕМИСЕЗОННОЕ МУЖСКОЕ,,,,351326.983622,,317559.68,,327603.71,,312144.86,,306830.64,,433978.0,,370360.0,,352855.76
КУРТКА   ИЗ ПЛАЩЕВОЙ ТКАНИ МУЖСКАЯ  ,,,,176030.072528,,148420.38,,160511.01,,178581.58,,157243.33,,222953.0,,157265.0,,189444.36
КОСТЮМ МУЖСКОЙ,,,,283219.33572599996,,255005.98,,272908.86,,251721.32,,265444.79,,349753.0,,277569.0,,285411.32
ДЖИНСЫ МУЖСКИЕ,,,,113312.524944,,100720.48,,94314.53,,111678.92,,112230.77,,122293.0,,129590.0,,117781.68
БРЮКИ МУЖСКИЕ     ,,,,84521.486226,,66974.5,,92735.42,,72745.64,,87460.59,,103769.0,,82227.0,,81028.52
СОРОЧКА МУЖСКАЯ,,,,50377.116452,,45027.3,,48863.52,,41538.94,,51282.29,,61744.0,,49780.0,,51365.0
КОСТЮМ СПОРТИВНЫЙ МУЖСКОЙ ,,,,123884.364282,,100460.52,,118739.47,,102824.34,,102426.77,,176515.0,,134906.0,,105681.68
ШАПКА МЕХОВАЯ МУЖСКАЯ,,,,324207.37958373013,,401006.0,,321690.85,,236180.0,,189155.24,,415091.0,,,,
"СВИТЕР, ДЖЕМПЕР  ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКОЙ",,,,82168.014612,,73255.18,,77619.51,,67988.3,,70535.4,,98922.0,,94875.0,,84105.68
"СВИТЕР, ДЖЕМПЕР ИЗ СИНТЕТИЧЕСКОЙ ПРЯЖИ МУЖСКОЙ",,,,47998.551369999994,,49978.74,,48938.84,,45016.76,,39407.62,,50705.0,,58339.0,,38760.64
МАЙКА МУЖСКАЯ,,,,10968.735032,,8526.58,,12294.03,,10299.9,,10451.39,,13283.0,,10702.0,,10451.36
ТРУСЫ МУЖСКИЕ,,,,9758.830836,,8030.94,,10141.79,,8456.7,,9593.77,,10985.0,,10716.0,,10113.28
ФУТБОЛКА ИЗ ХЛОПЧАТОБУМАЖНОГО ИЛИ СМЕСОВОГО ТРИКОТАЖНОГО ПОЛОТНА МУЖСКАЯ,,,,26412.095647999995,,26371.48,,24668.01,,20996.04,,19284.02,,33638.0,,27808.0,,28586.64
НОСКИ ИЗ ХЛОПЧАТОБУМАЖНОЙ И СМЕСОВОЙ ПРЯЖИ МУЖСКИЕ ,,,,4560.21778,,3886.08,,3785.4,,3665.48,,4556.24,,6571.0,,4367.0,,4350.76
НОСКИ ИЗ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКИЕ ,,,,5202.036356,,4971.24,,5155.87,,5211.16,,4957.66,,4958.0,,5809.0,,5397.92
ДУБЛЕНКА МУЖСКАЯ,,,,1261167.0607958774,,1255466.48,,1620898.0,,,,897243.99,,1291000.0,,,,1170000.0
ШЛЯПА ИЛИ КЕПКА  МУЖСКАЯ,,,,34332.283798,,31953.58,,34626.54,,34088.44,,33146.2,,37231.0,,30447.0,,38709.28
ПИДЖАК  ИЗ ПОЛУШЕРСТЯНОЙ ТКАНИ МУЖСКОЙ ,,,,169357.591664,,150876.26,,155835.68,,170598.02,,139886.63,,234896.0,,136666.0,,167854.44
ПАЛЬТО ЗИМНЕЕ ЖЕНСКОЕ,,,,627151.1233399999,,499155.0,,646595.38,,631465.0,,562244.67,,677040.0,,674447.0,,681776.08
ДУБЛЕНКА ЖЕНСКАЯ,,,,1668287.767048,,1460000.0,,1994067.0,,2040000.0,,1066553.66,,1919426.0,,1425000.0,,1562500.0
ПАЛЬТО ДЕМИСЕЗОННОЕ ЖЕНСКОЕ,,,,392365.82516799995,,388621.32,,417822.0,,373045.04,,363074.14,,438918.0,,376273.0,,365365.04
КУРТКА ЖЕНСКАЯ,,,,203685.133194,,181819.58,,189181.1,,211938.16,,183446.54,,219474.0,,215246.0,,215404.0
КОСТЮМ  ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ТКАНИ ЖЕНСКИЙ ,,,,260162.65923199998,,145906.24,,170488.16,,204003.84,,154392.19,,600000.0,,168226.0,,233506.68
КОСТЮМ ВЯЗАНЫЙ ЖЕНСКИЙ ,,,,131417.44715000002,,132736.68,,134683.37,,141106.06,,141499.54,,127171.0,,131758.0,,110113.92
